,ID,text,select_text,sentiment,mood
11861,11862,i cant help but feel a bi jealous of their professional organization good support system and comfortable living situation,cant help feel jealous professional organization good support system comfortable living situation,negative,"anger
"
11862,11863,i feel very apprehensive to adopt labels and to even identify myself as queer it seems that im still quite unclear on that subject and it keeps me feeling separate from the queer community like joel,feel apprehensive adopt label even identify queer seems still quite unclear subject keep feeling separate queer community like joel,negative,"fear
"
11863,11864,i came away feeling a bit sympathetic for her because i don t think she had a chance to do anything besides what she is doing,came away feeling bit sympathetic think chance anything besides,positive,"love
"
11864,11865,i smiled to myself musing probably feeling superior just as i felt somehow superior to all these fresh scrubbed college folks off to slum among the huddled masses,smiled musing probably feeling superior felt somehow superior fresh scrubbed college folk slum among huddled mass,positive,"joy
"
11865,11866,i have to admit i am afraid that i cannot do that one thing that can make you feel contented,admit afraid one thing make feel contented,positive,"joy
"
11866,11867,i feel privileged to have read this work as it fulfilled everything i want out of a book,feel privileged read work fulfilled everything want book,positive,"joy
"
11867,11868,i feel privileged to call them my cousins,feel privileged call cousin,positive,"joy
"
11868,11869,i feel like im name dropping but its just that i am so thrilled at how many beautiful and talented people there are in this world and how many of them seemed to have congregated in rhinebeck this weekend,feel like name dropping thrilled many beautiful talented people world many seemed congregated rhinebeck weekend,positive,"joy
"
11869,11870,i get angry at myself when i feel bitter,get angry feel bitter,negative,"anger
"
11870,11871,i feel that more people ought to use percolated as a synonym for horny,feel people ought use percolated synonym horny,positive,"love
"
11871,11872,i feel incredibly nervous about it,feel incredibly nervous,negative,"fear
"
11872,11873,i still feel i have a very long way to go before i can call myself a joyful homemaker,still feel long way call joyful homemaker,positive,"joy
"
11873,11874,i just got back from our monthly quilt meeting and i am feeling inspired,got back monthly quilt meeting feeling inspired,positive,"joy
"
11874,11875,i feel like i should be ecstatic and i just want to cry all the time,feel like ecstatic want cry time,positive,"joy
"
11875,11876,i started to feel cold,started feel cold,negative,"anger
"
11876,11877,i feel helpless and lacking right at this moment all i want to do is go to edmonton and then wainwright and look after david,feel helpless lacking right moment want edmonton wainwright look david,negative,"sadness
"
11877,11878,i suspect this is a big reason why so many on screen interactions feel so fake,suspect big reason many screen interaction feel fake,negative,"sadness
"
11878,11879,i feel the weight of emotional issues much more now,feel weight emotional issue much,negative,"sadness
"
11879,11880,i don t really feel attracted to people who are cool and normal,really feel attracted people cool normal,positive,"joy
"
11880,11881,i was feeling strong and dodging international distance runners,feeling strong dodging international distance runner,positive,"joy
"
11881,11882,i feel that they will hire billy over sasha because they will not have to pay billy to play catch up on the work that he missed,feel hire billy sasha pay billy play catch work missed,negative,"sadness
"
11882,11883,i didn t feel excited playing it that s how i d know it was time to get rid of the high heels and call it a day,feel excited playing know time get rid high heel call day,positive,"joy
"
11883,11884,i completed this card a while ago but im not feeling it and was very reluctant to post,completed card ago feeling reluctant post,negative,"fear
"
11884,11885,i have noticed my body has not been to happy when i eat red meat and last week i was feeling lethargic and a little seedy nothing i put in seem,noticed body happy eat red meat last week feeling lethargic little seedy nothing put seem,negative,"sadness
"
11885,11886,i feel the sting of the words as a dull ache and heavy tear ducts not for my miserable highschool life or for having always been the target,feel sting word dull ache heavy tear duct miserable highschool life always target,negative,"sadness
"
11886,11887,i feel like ive been to submissive and let too many people just walk over me,feel like ive submissive let many people walk,negative,"sadness
"
11887,11888,i feel horrible and i would prefer to extend my deepest sorrow rel bookmark permanenter link zum eintrag,feel horrible would prefer extend deepest sorrow rel bookmark permanenter link zum eintrag,negative,"sadness
"
